id,Pop_2024,Inc_2024
8744eb014ffffff,263,55248
8744c1175ffffff,2820,63159
8744dd131ffffff,488,63849
8744e86dcffffff,411,73104
8744ce986ffffff,3293,67145
8744cec14ffffff,76,60413
8744dc9acffffff,235,100760
8744ebb29ffffff,184,35000
8744c114affffff,5927,69959
8744ebda2ffffff,2711,58158
8744dd8d2ffffff,284,39172
8744ea75affffff,157,72293
8744cc8c1ffffff,3189,39492
8744c2644ffffff,3353,59341
8744ce84cffffff,144,75000
8744ea641ffffff,114,85450
8744eb32bffffff,69,53657
8744c1068ffffff,5870,110230
8744eb189ffffff,227,55230
8744c1a01ffffff,2442,108696
8744cecddffffff,2081,56441
8744ddab0ffffff,42,69429
8744cec32ffffff,485,57417
8744c119effffff,2249,51135
8744c1065ffffff,6151,44420
8744cecebffffff,695,73635
8744ccad1ffffff,67,54761
8744ced9cffffff,184,48750
8744eb250ffffff,104,67742
8744c56c8ffffff,141,90110
8744ea09bffffff,171,59102
8744c56caffffff,168,90121
8744c3af2ffffff,479,65445
8744c146bffffff,869,91319
8744cc30affffff,75,54798
8744c159affffff,32,79776
8744ea6e5ffffff,966,85671
8744dc349ffffff,465,61220
8744eb865ffffff,136,87679
8744dc2acffffff,51,67288
8744ce8c2ffffff,331,59561
8744c060dffffff,17,31621
8744c061effffff,23,31621
8744ea843ffffff,31,35000
8744cdc52ffffff,21,35000
8744ccac6ffffff,98,54830
8744ea706ffffff,1290,128268
8744dd590ffffff,391,90342
8744c1a6dffffff,1803,85778
8744ce58bffffff,164,43750
8744c3a11ffffff,1924,42978
8744c3230ffffff,71,48737
8744ccd8affffff,6544,95977
8744eaccaffffff,114,61600
8744eb294ffffff,119,52277
8744eb868ffffff,404,50501
8744ceb71ffffff,206,85912
8744cc595ffffff,247,110092
8744ddd15ffffff,134,66043
8744c3223ffffff,67,63277
8744ddc04ffffff,42,63277
8744ea382ffffff,129,63277
8744c181affffff,1816,81865
8744eb2c8ffffff,196,127540
8744cc135ffffff,296,44319
8744ebc04ffffff,107,35000
872649b64ffffff,68,86001
8744ebad1ffffff,194,63287
8744eb566ffffff,119,64437
8744c1396ffffff,4738,111122
8744c1b8effffff,648,50951
8744c30c2ffffff,209,47182
8744ce134ffffff,591,74549
8744c1251ffffff,668,163654
8744c3663ffffff,122,46918
8744ea673ffffff,536,62804
872649aecffffff,2731,46440
8744dc259ffffff,258,57827
8744cdcaeffffff,273,69265
8744c10acffffff,3017,63052
8744c266bffffff,303,88285
8744c20deffffff,425,46935
8744eb9acffffff,308,41471
8744ce335ffffff,355,50000
8744c351cffffff,144,55914
8744c111affffff,901,116628
8744c1c49ffffff,1033,122158
8744ce306ffffff,380,41392
8744ccc11ffffff,598,56797
8744ebcf3ffffff,187,58617
8744c1836ffffff,4637,22582
8744dc2dcffffff,196,50000
8744cc81affffff,1548,91135
8744eaa96ffffff,64,57692
8744c1806ffffff,462,62900
8744d8973ffffff,89,51232
8744eb38effffff,123,63328
8744cc76bffffff,4688,52017
8744ea181ffffff,75,65363
8744c1662ffffff,2326,59967
8744c1a1dffffff,3504,52194
8744c10c0ffffff,3321,90706
8744c1051ffffff,5722,79751
8744dc34effffff,242,60414
8744ea390ffffff,154,69585
8744c3ad1ffffff,91,90349
8744ea6a3ffffff,208,65881
8744eb844ffffff,82,57659
8744cc3b6ffffff,361,51963
8744c262cffffff,605,61216
8744cc85cffffff,248,86184
8744c205effffff,231,54140
8744ccd33ffffff,2343,87627
8744ebaa8ffffff,79,56748
8744c3d9effffff,145,69914
8744e821effffff,824,103703
8744eb235ffffff,184,85896
8744c2345ffffff,201,41653
8744cc2b5ffffff,3210,64615
8744dd8a2ffffff,157,100000
8744c1ba3ffffff,3488,59869
8744dc355ffffff,24,92174
8744cc24bffffff,2785,80068
8744dc263ffffff,289,53742
8744ce449ffffff,73,61212
8744cdc70ffffff,52,27028
8744c3791ffffff,56,63375
8744c352affffff,39,35000
8744cc384ffffff,21,35000
8744c069affffff,13,35000
8744c3d35ffffff,23,35000
8744cdd2effffff,179,66723
8744c3499ffffff,68,27055
8744dcaaaffffff,464,31469
8744c1baeffffff,4803,79507
8744dc321ffffff,128,65217
8744c199dffffff,459,28589
8744ebb28ffffff,319,64009
8744c3735ffffff,22,50000
8744dd96bffffff,9,50000
8744c308effffff,10,50000
8744c3096ffffff,5,50000
8744c354bffffff,5,50000
8744c356effffff,5,50000
8744ccb30ffffff,19,50000
8744dc072ffffff,20,50000
8744dc074ffffff,11,50000
8744dc2d6ffffff,6,50000
8744dc8eaffffff,9,50000
8744c0298ffffff,10,50000
8744ea769ffffff,14,50000
8744eaadbffffff,11,50000
8744eb4a9ffffff,9,50000
8744c3d95ffffff,13,50000
8744c3da6ffffff,11,50000
8744c3db6ffffff,16,50000
8744c2a5bffffff,8,50000
8744c2aebffffff,13,50000
8744c3d12ffffff,9,50000
8744c2304ffffff,9,50000
8744ea8f0ffffff,15,50000
8744ce390ffffff,6,50000
8744ce4dcffffff,5,50000
8744eb0c9ffffff,15,50000
8744eb762ffffff,23,50000
8744c33a1ffffff,14,84511
8744c3b24ffffff,14,84511
8744c3c92ffffff,7,84511
8744c159dffffff,11,84511
8744c1413ffffff,16,84511
8744cc843ffffff,15,84511
8744cc949ffffff,4,84511
8744dc82effffff,9,84511
8744dc929ffffff,13,84511
8744c20c1ffffff,12,84511
8744c2ae6ffffff,11,84511
8744c15a1ffffff,16,84511
8744c15a6ffffff,20,84511
8744ea086ffffff,7,84511
87264926affffff,16,84511
8744cc685ffffff,22,84511
8744cd8b1ffffff,8,84511
8744ce78bffffff,15,84511
8744cc9acffffff,138,95162
8744cc4a3ffffff,19,100000
8744cc54dffffff,26,100000
8744ceb26ffffff,7,100000
8744c342cffffff,13,100000
8744ccbb0ffffff,13,100000
8744cc316ffffff,9,100000
8744dc30cffffff,23,100000
8744ea710ffffff,33,100000
8744c1584ffffff,39,100000
8744c15a0ffffff,20,100000
8744c15a5ffffff,31,100000
8744c15a9ffffff,24,100000
8744e949bffffff,12,100000
8744eaa45ffffff,15,100000
8744eb832ffffff,22,100000
8744ebaa2ffffff,6,100000
8744dc880ffffff,12,75000
8744dc888ffffff,10,75000
8744dc8d3ffffff,19,75000
8744cc0c3ffffff,322,61535
872649ae9ffffff,3527,76587
8744ceb76ffffff,40,80071
8744c3ab2ffffff,128,82009
8744dd804ffffff,404,104301
8744dc205ffffff,1300,28333
8744cca0dffffff,94,42264
8744c1775ffffff,4190,117578
8744eb368ffffff,153,97736
8744eb0eaffffff,240,49575
8744ceb95ffffff,58,80172
8744cc258ffffff,4062,54714
8744ccca4ffffff,5413,92327
8744dd50cffffff,2876,116656
8744c1361ffffff,6571,62604
8744c192affffff,184,72836
8744ea0c4ffffff,181,67789
8744c1b9bffffff,359,44172
8744ce19bffffff,351,87779
8744dd94bffffff,137,43909
8744ea02effffff,84,59644
8744dd174ffffff,196,53134
8744c0212ffffff,106,61538
8744ddce6ffffff,342,65927
8744c3651ffffff,32,79585
8744c115effffff,2327,95459
8744ce804ffffff,1298,107515
8744ea059ffffff,217,56735
8744ce873ffffff,378,88142
8744cc76dffffff,2189,63716
8744dd81bffffff,1870,28272
8744c330affffff,113,63418
8744eba1dffffff,274,50422
8744eb853ffffff,1140,45012
8744dc9a4ffffff,537,101018
8744dd9a5ffffff,46,59689
8744eba09ffffff,219,56196
8744c1a09ffffff,1359,55117
8744c314affffff,131,82070
8744e8746ffffff,93,48056
8744eba2affffff,197,53555
8744ea08cffffff,380,84852
8744ddc9cffffff,152,68260
8744cdcd6ffffff,140,76862
8744ea588ffffff,242,66877
8744ce318ffffff,83,79906
8744cec59ffffff,82,70922
8744c2a0dffffff,24,80071
8744cea26ffffff,74,80127
8744c1236ffffff,6543,67999
8744c10f4ffffff,772,61010
8744ddb81ffffff,193,67665
8744c2640ffffff,2408,72284
8744eb06effffff,777,64867
8744ea141ffffff,128,85912
8744eb44effffff,90,44131
8744ea760ffffff,158,67077
8744c1814ffffff,184,43804
8744eb2c9ffffff,224,128017
8744ddca0ffffff,127,68818
8744ced45ffffff,2063,84687
8744dd871ffffff,1009,53511
8744c1a49ffffff,3357,91759
8744eb141ffffff,293,64278
8744eacdaffffff,87,72465
8744ea084ffffff,108,92482
8744c1aa2ffffff,4362,51153
8744ccb6dffffff,238,79614
8744ce39cffffff,387,59780
8744c156cffffff,2242,39228
8744c18a4ffffff,610,85545
8744ddc48ffffff,798,82904
8744c1683ffffff,654,68704
8744cc492ffffff,163,88495
8744c100cffffff,3055,54869
8744ce380ffffff,412,59079
8744ce46effffff,76,63458
8744c3403ffffff,68,76826
8744dcaa8ffffff,435,35000
8744c2743ffffff,22,11786
872649254ffffff,154,68517
8744ccba5ffffff,75,86905
8744c2358ffffff,185,87126
8744c8992ffffff,110,47199
8744c335dffffff,156,63466
8744ea34cffffff,76,63466
8744cc372ffffff,768,35215
8744cc745ffffff,719,54280
8744c3b2bffffff,458,133465
8744c89a3ffffff,175,56932
8744c3b74ffffff,267,128571
8744cdc59ffffff,228,77679
8744ea4f5ffffff,647,91972
8744ea2b5ffffff,1904,54978
8744c32e5ffffff,90,58047
8744c1366ffffff,11550,85836
8744cc205ffffff,252,90282
8744cc656ffffff,209,60432
8744ce91bffffff,544,110104
8744e875cffffff,360,54359
8744ea671ffffff,131,60742
8744c36aeffffff,93,55137
8744c02b1ffffff,110,48764
8744c8986ffffff,115,78195
8744dd50effffff,2086,71036
8744cc8d1ffffff,1484,66138
8744ceae3ffffff,186,71506
8744cec29ffffff,131,69465
8744cc85effffff,124,86804
8744c3371ffffff,132,40992
872649addffffff,3338,31592
8744c30dcffffff,254,44731
8744cc62bffffff,433,63003
8744c2232ffffff,471,74228
8744eacdbffffff,197,64926
8744c3a99ffffff,105,86084
8744c3a9dffffff,75,86084
8744ea665ffffff,684,73862
8744c3832ffffff,88,110234
8744c1a5bffffff,5875,80950
8744ce840ffffff,265,87920
8744e8223ffffff,2158,132551
8744ddcf5ffffff,398,67715
8744c8905ffffff,171,71281
8744cc2b0ffffff,877,42336
8744ce136ffffff,839,88723
8744cc3adffffff,87,72231
8744ced53ffffff,363,78576
8744dc2caffffff,231,50384
8744c2294ffffff,4480,89540
8744dd981ffffff,1191,76943
8744c162effffff,2394,77248
8744dc2ceffffff,177,62827
8744cec48ffffff,324,69615
8744eb99dffffff,115,55146
8744ddc85ffffff,105,71137
8744c11abffffff,2348,79856
8744cc0a3ffffff,479,77309
8744c13b6ffffff,5078,112202
8744eab94ffffff,63,46155
8744ebdb6ffffff,1126,85451
8744eb220ffffff,68,63528
8744eb969ffffff,102,63528
8744c1894ffffff,3515,75227
8744c32ccffffff,592,46480
8744c8915ffffff,106,78195
8744e82ebffffff,2819,56335
8744cc9a1ffffff,87,90798
8744ea58bffffff,527,65134
872649b99ffffff,147,66250
8744ce4b6ffffff,195,39933
8744dcb58ffffff,109,70977
8744dc2a5ffffff,469,29053
8744dca8effffff,245,70527
8744dcad3ffffff,756,55818
8744cc00cffffff,63,59862
8744cea70ffffff,46,59862
8744cea75ffffff,30,59862
8744ce4a2ffffff,126,51104
8744c3af6ffffff,414,57616
8744c146dffffff,219,111070
8744c1219ffffff,4689,115420
8744ccb61ffffff,244,51178
8744c3186ffffff,52,75000
8744dc2e4ffffff,32,75000
8744eb711ffffff,83,78138
8744eb209ffffff,348,104029
8744cc759ffffff,552,75300
8744c3348ffffff,138,62040
8744ce225ffffff,313,66183
8744dca1dffffff,1139,86808
8744c144bffffff,147,107037
872649a16ffffff,541,72317
8744c2a40ffffff,16,35000
8744eb2f2ffffff,30,35000
8744ebd44ffffff,41,35000
8744eb6b3ffffff,168,83230
8744c8995ffffff,133,42371
8744c1a2affffff,1270,111689
8744c3264ffffff,80,63557
8744cdd0effffff,97,65625
8744ce102ffffff,225,62342
8744c16ebffffff,857,74804
8744c3313ffffff,94,77228
8744dd848ffffff,854,67020
8744ccc14ffffff,1358,110110
8744ceab2ffffff,256,40427
8744ea631ffffff,328,84751
8744ccc98ffffff,1814,120517
8744c154bffffff,124,87919
8744dd123ffffff,300,65634
8744dd945ffffff,289,47215
8744ea12dffffff,72,52409
8744cc429ffffff,70,66362
8744ce5adffffff,234,83415
8744ce569ffffff,352,88873
8744c3ab6ffffff,116,78127
8744ea019ffffff,207,88349
8744ea0e6ffffff,153,88349
8744c3214ffffff,147,51544
8744ce19cffffff,352,67161
8744dd51cffffff,371,117332
8744c338cffffff,287,63575
8744cc9b4ffffff,279,56603
8744dc9a0ffffff,209,47679
8744cc758ffffff,586,73354
8744c2665ffffff,1858,59829
8744eb030ffffff,340,62904
8744cdd50ffffff,104,52473
8744cd84effffff,171,64286
8744c1b51ffffff,536,94366
8744ccc15ffffff,754,88679
8744ce8d6ffffff,174,68079
8744eba33ffffff,233,84778
8744ccd49ffffff,210,78560
8744eb6dcffffff,272,57320
8744ea595ffffff,255,78499
8744cea24ffffff,63,78261
8744dda66ffffff,164,77151
8744c1b83ffffff,3588,47898
8744ebaebffffff,60,60000
8744dd866ffffff,160,46810
8744ea085ffffff,97,70942
8744c17a4ffffff,289,46003
8744eb0e6ffffff,297,44417
8744c2200ffffff,155,110567
8744c1518ffffff,54,87962
8744ea02bffffff,82,61375
8744ea152ffffff,68,61375
8744cc4acffffff,375,85097
8744c02eeffffff,128,58135
8744cc124ffffff,18,91685
8744ddb9affffff,154,138190
8744c1d08ffffff,352,49223
8744c11acffffff,1702,85139
8744c2648ffffff,61,89790
8744dd134ffffff,143,89513
872649b53ffffff,526,86581
8744c1a06ffffff,2053,66819
8744dd8a9ffffff,1598,58659
8744e829dffffff,559,77397
8744eb0d8ffffff,127,25000
8744ea0cdffffff,206,68727
872649b8cffffff,209,71984
8744dd99dffffff,2114,80742
8744c2360ffffff,100,52500
8744c2363ffffff,92,52500
8744cc50effffff,610,98571
8744dd91bffffff,181,55125
8744c1140ffffff,1273,69096
8744ccd50ffffff,305,86300
8744ea70cffffff,1563,85958
8744ce38bffffff,53,35000
8744c1549ffffff,594,87236
8744c12a1ffffff,4007,169656
8744c2389ffffff,5235,66271
8744ea01bffffff,112,87884
8744ddc91ffffff,182,85693
8744eb2cbffffff,205,128272
8744c1a54ffffff,4534,60808
8744eb670ffffff,236,38082
8744c11b1ffffff,341,88160
8744cc8e2ffffff,624,52397
8744ce3a5ffffff,389,58791
8744ce45dffffff,121,69889
8744eb261ffffff,5277,78187
8744cc474ffffff,251,65002
8744c5249ffffff,153,62607
8744c5248ffffff,156,62607
8744ced52ffffff,171,79691
8744cec93ffffff,109,62103
8744ea592ffffff,1164,84155
8744dc325ffffff,426,65376
8744cc976ffffff,35,56116
8744eb8ebffffff,100,45218
8744ce8b1ffffff,1825,96939
8744ea634ffffff,149,82242
8744eb284ffffff,198,76306
8744c1094ffffff,810,70261
8744ea8f1ffffff,75,46432
8744dc233ffffff,411,56773
8744c1401ffffff,210,76930
8744c3a33ffffff,3275,83739
8744cc650ffffff,1081,64558
8744ea6edffffff,93,65692
8744dd88cffffff,131,79847
8744ce908ffffff,1469,107903
8744ea589ffffff,514,82979
8744cecceffffff,1710,45933
8744dd99cffffff,1405,60593
8744ea736ffffff,141,62584
8744dc264ffffff,189,60298
8744ced70ffffff,207,80582
8744ce541ffffff,327,79740
8744ea712ffffff,132,77000
8744e82f3ffffff,1162,128670
8744cca35ffffff,81,55556
8744c2391ffffff,3449,59428
8744eb2eaffffff,354,52314
8744ea708ffffff,537,92553
8744cc802ffffff,144,47889
8744c1c69ffffff,1237,70148
8744c2230ffffff,286,90812
8744ea556ffffff,383,88652
8744dd1b6ffffff,935,50562
8744cc40dffffff,114,65796
8744dcb65ffffff,142,60171
8744ddb12ffffff,311,88875
8744ce374ffffff,318,69867
8744dd126ffffff,123,89429
8744eb39bffffff,189,60030
8744c338effffff,193,63666
8744c3519ffffff,31,25000
8744eb0dcffffff,121,25000
8744cc770ffffff,317,34626
8744eb195ffffff,162,41430
8744c1d48ffffff,143,44046
8744dc260ffffff,268,54726
8744c3a0effffff,1545,34782
8744eba01ffffff,241,50533
8744cc91dffffff,2128,30933
8744c1a31ffffff,4074,84898
8744cca06ffffff,131,55221
8744cc402ffffff,776,65835
8744ea525ffffff,161,64916
8744cc14effffff,53,92482
8744eb40cffffff,184,43901
872649babffffff,107,75000
8744ea48cffffff,1895,148196
8744dc2f4ffffff,88,64972
8744ce8b6ffffff,3260,62318
872649b40ffffff,81,63689
8744e8671ffffff,596,72252
8744ddc1bffffff,145,63692
8744ced8bffffff,269,84925
8744e835bffffff,3311,38767
8744ce38dffffff,105,39023
8744c1551ffffff,305,107008
8744c10b2ffffff,1284,65985
8744eab18ffffff,85,45195
872649b80ffffff,173,77887
8744cdd1cffffff,148,50000
8744ddd03ffffff,149,68411
8744eb86affffff,269,51406
8744ced0effffff,132,88737
8744c2274ffffff,284,73699
8744cd5b4ffffff,7442,64660
8744dd8d0ffffff,542,40927
8744dd805ffffff,62,52905
8744cdd5bffffff,329,42471
8744c3badffffff,385,91086
8744c1403ffffff,464,71343
8744c2376ffffff,92,66604
8744ddd9bffffff,216,65796
8744cc202ffffff,417,79262
8744eb54bffffff,79,55480
8744c1161ffffff,6729,63281
8744ce551ffffff,210,94998
8744c2250ffffff,86,75000
8744ced88ffffff,610,58920
8744c3b6cffffff,287,107795
8744c1859ffffff,413,88285
8744eb0a9ffffff,113,53051
8744dcae9ffffff,73,60240
872649a6bffffff,94,128999
8744c1986ffffff,747,66190
8744c336bffffff,189,57147
8744c192bffffff,92,68182
8744cc994ffffff,99,56696
8744cc851ffffff,183,86881
8744eb8a1ffffff,199,44921
8744c1983ffffff,203,67021
8744eb21effffff,72,52814
8744c14d0ffffff,64,87752
8744eb782ffffff,214,45510
8744eb0c0ffffff,156,48107
8744ced6effffff,232,65379
8744c2349ffffff,116,80888
8744ce49dffffff,111,50000
8744cdd20ffffff,198,46536
8744cdd9affffff,185,76580
8744ebc21ffffff,145,61938
8744ea0dbffffff,351,62243
8744cc256ffffff,86,69671
8744ce74effffff,240,32420
8744ccca8ffffff,1402,106829
8744c3480ffffff,55,25000
8744ea44affffff,121,67945
8744ea3aaffffff,83,52941
8744dd852ffffff,1170,45885
8744ddc81ffffff,101,55873
8744c1c75ffffff,186,49414
8744c1a8dffffff,9919,93874
8744ea506ffffff,137,58874
8744c1009ffffff,6461,63866
8744cd92effffff,276,47004
8744ce98dffffff,1577,125837
8744c3a04ffffff,7089,41445
8744ce872ffffff,1144,83937
8744e876cffffff,370,43287
8744cc141ffffff,262,100796
8744ccc4dffffff,256,45184
8744cc821ffffff,46,69497
8744cc268ffffff,419,70367
8744dca12ffffff,952,45291
8744c16c1ffffff,866,88249
8744dd809ffffff,585,58483
8744c0233ffffff,250,65539
8744ddd25ffffff,40,69429
8744c2763ffffff,1928,54392
8744c1308ffffff,10354,114071
8744c1656ffffff,5199,129403
8744e878dffffff,419,81713
8744c181effffff,974,75735
8744ea718ffffff,1241,67848
8744eaa81ffffff,54,35000
8744eb060ffffff,188,63781
8744dc128ffffff,57,45511
8744dc12cffffff,49,45511
8744ddd6dffffff,4303,40196
8744c1886ffffff,22,85043
8744dd82cffffff,70,43385
8744dc989ffffff,61,42522
8744c1ce2ffffff,532,61403
8744c0655ffffff,109,33375
8744c18c4ffffff,988,84549
8744c3815ffffff,98,50000
8744ddb84ffffff,141,100000
8744c30deffffff,272,22095
8744eb166ffffff,91,55769
8744ccae2ffffff,89,43821
8744ddd64ffffff,463,37318
8744ce584ffffff,182,62663
872649a5bffffff,138,120413
8744ea783ffffff,369,116166
8744c1c6bffffff,809,69386
8744c0206ffffff,561,62531
8744dd980ffffff,849,81853
8744eb203ffffff,328,54729
8744dc10cffffff,77,45526
8744dc2c9ffffff,115,50000
872649a81ffffff,1123,84837
8744cc428ffffff,48,63804
8744ea022ffffff,33,63804
8744c8d34ffffff,29,63804
8744e8644ffffff,48,63804
8744eb896ffffff,24,63804
8744e959dffffff,98,104430
8744c1660ffffff,5493,86592
872649260ffffff,179,53377
8744ccb18ffffff,61,60207
8744ccb19ffffff,54,60207
8744c1a18ffffff,6340,56678
8744cea9bffffff,471,67301
8744c1b33ffffff,714,99481
8744ccca6ffffff,4262,64793
8744dda95ffffff,64,72539
8744dd1b0ffffff,1258,101906
8744ddc90ffffff,572,56661
8744dc899ffffff,125,45503
8744c8932ffffff,66,68306
8744eab23ffffff,77,60286
8744eb315ffffff,60,60286
8744cc512ffffff,1031,72486
8744ce546ffffff,348,101466
8744c17a5ffffff,244,71636
8744cc661ffffff,698,88866
8744c1a5effffff,6236,71755
8744cc7abffffff,117,63830
8744d8964ffffff,123,50000
8744c22a9ffffff,2022,124139
8744cc261ffffff,228,92733
8744ced80ffffff,3137,58370
8744e879dffffff,218,32416
8744dd060ffffff,182,71586
8744ce99cffffff,3343,70863
8744c1303ffffff,7337,123076
8744ea285ffffff,56,70842
8744c1085ffffff,290,88722
8744ebc45ffffff,175,66273
8744ced58ffffff,228,78774
8744e8201ffffff,769,125068
8744ea781ffffff,188,114706
8744c1a99ffffff,8984,164782
8744eb894ffffff,84,64722
8744c191affffff,2481,59658
8744cdd4effffff,110,51506
8744c3b05ffffff,52,122350
8744dddadffffff,1213,50000
8744c1073ffffff,6952,61744
8744cc233ffffff,336,77991
8744cc0f4ffffff,989,69349
8744ea064ffffff,99,57647
8744eb2cdffffff,149,128874
8744ebad6ffffff,987,80606
8744ea14affffff,43,69429
8744c1babffffff,4660,45347
8744dd96affffff,177,46429
872649a25ffffff,347,70807
8744c1405ffffff,106,77488
8744c3a89ffffff,134,88737
8744e8633ffffff,1178,42579
8744cdc9bffffff,65,60354
8744eb1a5ffffff,867,38323
8744c145dffffff,2312,90609
8744c8985ffffff,221,56065
8744c10d1ffffff,2274,98519
8744ea7acffffff,406,77200
8744ddc70ffffff,1155,63380
8744dc14effffff,62,46861
8744ea395ffffff,69,68385
8744c1203ffffff,2607,170350
8744e876effffff,159,43073
8744cc4f0ffffff,455,75000
8744ccae4ffffff,10,35000
8744dc830ffffff,11,35000
8744eaaa3ffffff,41,35000
8744cd999ffffff,11,35000
8744e8604ffffff,16,35000
8744cc475ffffff,241,65909
8744ced63ffffff,895,56373
872649aebffffff,5051,67187
8744c1759ffffff,4544,114073
8744eab1bffffff,90,42591
8744ccd2dffffff,374,79961
8744c1260ffffff,4990,96723
8744ce91effffff,1713,112643
8744ce76bffffff,86,32484
8744eb032ffffff,231,59480
8744dd8f2ffffff,469,43956
8744ce7adffffff,81,66999
8744c136effffff,4349,146913
8744c1262ffffff,2616,115563
8744c56d9ffffff,42,92406
8744c235dffffff,81,60354
8744ced50ffffff,114,78366
8744eb24affffff,98,68385
8744ea6e2ffffff,544,82642
8744cc652ffffff,96,57192
8744c1a6affffff,2119,87497
8744e82c9ffffff,1037,84086
8744ebdb2ffffff,404,63907
8744eb282ffffff,68,77369
8744eb02affffff,271,65658
8744eb613ffffff,266,67490
8744c1712ffffff,167,71799
8744ccca1ffffff,7953,99696
8744ddd63ffffff,2539,34018
8744cc353ffffff,47,85218
8744c8911ffffff,101,85218
8744c196cffffff,358,118787
8744ea416ffffff,347,112230
8744cca4dffffff,50,46667
8744ddb58ffffff,42,45336
8744ddb5effffff,90,45336
8744cc288ffffff,892,66822
8744ea024ffffff,25,56701
8744c3698ffffff,109,66712
8744c12c9ffffff,487,119460
8744cc8e3ffffff,1242,100929
8744ce702ffffff,41,69497
8744eb052ffffff,1229,58367
8744c3b58ffffff,240,67468
8744eb0abffffff,66,46601
8744c12a6ffffff,4438,93115
8744c2645ffffff,1882,124771
8744dd129ffffff,328,56615
8744eb499ffffff,135,49323
8744c1336ffffff,5113,116644
8744ce4a5ffffff,91,51485
8744c22a2ffffff,2846,61599
8744ced95ffffff,279,65443
8744ce9b2ffffff,1896,69511
8744dd89dffffff,80,92406
8744ddcadffffff,279,69038
8744c1b14ffffff,1027,101283
8744cc8d2ffffff,765,100885
8744ea409ffffff,865,76122
8744dcad2ffffff,253,51721
8744dcaa5ffffff,1070,45841
8744c3324ffffff,153,85993
8744ccb6cffffff,308,75732
8744c3322ffffff,170,46028
8744ea62dffffff,275,91122
8744ce499ffffff,211,50666
8744ddd45ffffff,891,37083
8744ebb80ffffff,108,63966
8744e878affffff,609,61983
8744c1740ffffff,4273,70816
8744cc1b0ffffff,189,73546
8744cec2cffffff,254,78760
8744ccb49ffffff,127,58687
8744cc145ffffff,236,102959
8744c1320ffffff,12843,90940
8744c348effffff,113,41254
8744c3514ffffff,51,42649
8744c35b1ffffff,50,42649
8744c12aeffffff,5747,146140
8744ddba6ffffff,582,82609
8744cccb1ffffff,5511,123629
8744eb140ffffff,94,65898
8744c2240ffffff,132,75000
8744eba0dffffff,436,53349
8744eba2bffffff,353,53603
8744c274cffffff,3611,27164
8744ebd65ffffff,202,47576
872649b0affffff,395,68969
8744ce892ffffff,437,96123
8744c8926ffffff,270,96552
8744ddd29ffffff,111,71429
8744c102bffffff,1541,53671
8744cedb3ffffff,273,66093
8744cc26effffff,769,66060
8744c264effffff,1224,85739
8744ea692ffffff,4562,84910
8744ea01cffffff,151,76666
8744eb3abffffff,118,91098
8744ddd40ffffff,380,76189
8744cc700ffffff,66,83205
8744c1235ffffff,3638,170660
8744ea31effffff,108,54415
8744cc283ffffff,544,83863
8744ccdabffffff,3082,141768
8744c1173ffffff,2091,69791
8744c185effffff,640,76729
8744ce361ffffff,59,64002
8744cc30dffffff,1787,36306
8744cc28bffffff,452,64257
8744ebcf1ffffff,198,60078
8744c066cffffff,75,50000
8744c075dffffff,87,50000
8744cec11ffffff,163,58101
8744ceb0affffff,103,80071
8744c1463ffffff,196,86297
8744e82dcffffff,724,95619
8744cc270ffffff,948,52524
8744e82ddffffff,754,96689
8744cca46ffffff,168,51272
8744cc415ffffff,208,96852
8744c101cffffff,524,49006
8744ceb82ffffff,19,85357
8744c3c90ffffff,8,85357
8744c3149ffffff,11,85357
8744c314bffffff,46,85357
8744cc912ffffff,440,85357
8744c02cbffffff,32,85357
8744ea65dffffff,39,85357
8744c1966ffffff,31,85357
8744c1586ffffff,17,85357
8744cc34dffffff,20,85357
8744cdcabffffff,28,85357
8744eb2a1ffffff,16,85357
8744ce800ffffff,978,54766
8744c13acffffff,12059,46365
8744c1670ffffff,7152,101577
8744c359cffffff,43,52221
8744c8db1ffffff,117,57028
8744c30d3ffffff,120,44625
8744c1186ffffff,1233,94846
8744c276effffff,4524,50726
8744c1ca8ffffff,65,45195
8744cecb5ffffff,153,85885
8744dc236ffffff,557,57691
8744c36ebffffff,352,48619
8744ccdb1ffffff,3601,130599
8744c122effffff,8509,89013
8744eb949ffffff,245,64032
8744ebcdeffffff,220,64032
8744dca8bffffff,319,64033
8744cc413ffffff,645,91394
8744ea596ffffff,339,80295
8744cc2a0ffffff,1344,71941
8744ea2b0ffffff,159,64036
8744c260bffffff,1744,47957
8744ea722ffffff,602,85556
8744c114cffffff,2431,84905
8744dc80effffff,49,53519
8744ea384ffffff,48,53519
8744cc302ffffff,79,71709
8744c1842ffffff,2862,86372
8744cc42dffffff,119,123479
872649a85ffffff,732,80536
8744c3aabffffff,350,59033
8744c11b2ffffff,379,51464
8744cdc15ffffff,394,56130
8744cc423ffffff,53,119093
8744ea71affffff,808,66707
8744c1745ffffff,5319,77716
8744e86d3ffffff,107,71761
8744e8612ffffff,570,39484
8744ce896ffffff,866,93655
8744ea715ffffff,1060,110849
8744ccc49ffffff,26,100000
8744eb706ffffff,138,78810
8744c17b1ffffff,194,54415
8744ccba6ffffff,14,42700
8744eb61bffffff,28,42700
872649a83ffffff,518,86625
8744ea6a4ffffff,167,121515
8744ebae2ffffff,384,58551
872649a13ffffff,254,64052
8744eb3a6ffffff,129,61111
8744c166bffffff,2755,82679
